objectid;filename;youtubeid;vimeoid;title;creator;date;description;subject;location;latitude;longitude;source;identifier;type;format;language;rights;rightsstatement;;;;;;;;;
"psychiana005,mg101_b6_frank_robinson_negatives_009.jpg,,I Talked With God Advertisement,image/jpeg,""Photograph of Psychiana Advertisement pinned to a board, reads 'I TALKED WITH GOD...'"",,,1935,yes,single-page";;;;;;;;;;;;;;;;;;;;;;;;;;;
